<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;D;20230119;000000;161.9800000;162.4900000;160.0100000;160.5300000;15603390
GAZP;D;20230120;000000;160.6000000;161.4500000;158.5500000;158.8500000;16500690
GAZP;D;20230123;000000;158.9000000;160.4900000;158.2000000;160.0600000;15042680
GAZP;D;20230124;000000;160.2200000;160.8300000;157.4400000;157.8800000;16613760
GAZP;D;20230125;000000;157.9000000;159.1300000;156.7100000;158.9900000;15559500
GAZP;D;20230126;000000;159.1400000;159.4300000;157.1300000;157.5800000;12370220
GAZP;D;20230127;000000;157.5900000;159.3300000;156.9100000;159.0800000;12287180
GAZP;D;20230130;000000;159.0900000;159.6700000;157.7000000;158.4100000;10696630
GAZP;D;20230131;000000;158.4100000;160.0000000;158.0000000;158.1000000;15118140
GAZP;D;20230201;000000;158.3400000;158.6600000;157.5400000;158.1200000;14197160
GAZP;D;20230202;000000;158.3500000;158.5900000;157.3100000;158.1000000;11959060
GAZP;D;20230203;000000;158.0500000;163.9600000;156.7600000;160.8700000;69499700
GAZP;D;20230206;000000;160.7000000;161.7600000;158.9100000;160.1400000;28018270
GAZP;D;20230207;000000;160.4700000;161.3500000;159.5100000;159.8700000;13928790
GAZP;D;20230208;000000;160.0700000;160.4200000;157.8200000;158.1800000;16663910
GAZP;D;20230209;000000;158.5000000;160.4400000;157.6000000;159.1900000;27640740
GAZP;D;20230210;000000;159.0500000;159.4600000;158.3200000;158.6800000;9833880
GAZP;D;20230213;000000;159.4500000;159.4700000;158.0000000;158.0100000;11302230
GAZP;D;20230214;000000;157.9800000;158.1000000;155.1300000;156.5200000;18579460
GAZP;D;20230215;000000;156.0600000;156.0700000;150.6000000;153.0900000;27517910
GAZP;D;20230216;000000;154.0400000;154.5000000;151.6200000;153.5600000;17282360
GAZP;D;20230217;000000;153.3900000;155.0800000;152.8300000;153.6200000;13247310
GAZP;D;20230220;000000;153.6300000;154.3000000;151.6200000;153.2400000;15286620
GAZP;D;20230221;000000;153.6200000;156.4300000;153.6200000;154.9700000;21377910
GAZP;D;20230222;000000;154.8500000;156.4000000;153.5000000;155.3100000;11636880
GAZP;D;20230224;000000;155.5200000;156.9800000;153.7200000;154.2200000;9964650
GAZP;D;20230227;000000;153.9000000;157.3000000;153.5000000;156.3400000;17065610
GAZP;D;20230228;000000;156.4100000;158.0900000;155.5600000;157.6600000;18405580
GAZP;D;20230301;000000;158.0000000;164.5600000;157.9900000;164.5000000;67692980
GAZP;D;20230302;000000;164.1500000;164.3400000;159.5000000;160.9000000;53089640
GAZP;D;20230303;000000;161.2000000;163.3000000;160.9000000;162.2700000;21275460
GAZP;D;20230306;000000;163.2000000;164.3000000;162.5200000;163.3500000;19403570
GAZP;D;20230307;000000;163.7500000;163.8500000;162.0000000;162.5700000;13838340
GAZP;D;20230309;000000;162.2200000;163.1800000;161.1200000;161.2100000;13924340
GAZP;D;20230310;000000;160.5000000;161.2900000;159.5100000;160.0400000;17122900
GAZP;D;20230313;000000;160.3500000;161.6200000;158.3000000;159.0300000;20191630
GAZP;D;20230314;000000;158.8900000;161.4000000;158.5500000;161.0000000;17487600
GAZP;D;20230315;000000;161.5000000;162.4800000;158.0500000;159.6800000;24880090
GAZP;D;20230316;000000;159.8100000;160.8300000;158.5000000;159.7100000;20909390
GAZP;D;20230317;000000;160.1900000;164.4100000;159.8500000;163.2900000;41646910
GAZP;D;20230320;000000;164.3400000;176.8600000;164.1400000;175.7000000;127825560
GAZP;D;20230321;000000;176.0000000;177.2500000;168.6600000;170.5500000;107145180
GAZP;D;20230322;000000;170.0000000;171.3800000;167.7000000;168.7200000;38726040
GAZP;D;20230323;000000;168.7200000;169.7100000;167.8200000;168.8400000;18693600
GAZP;D;20230324;000000;169.1200000;169.4900000;168.0100000;169.0300000;14753150
GAZP;D;20230327;000000;170.1600000;173.2500000;169.7400000;172.3300000;35848790
GAZP;D;20230328;000000;172.9000000;172.9200000;169.1000000;171.0700000;27017460
GAZP;D;20230329;000000;171.5700000;172.5000000;169.4100000;170.9500000;22407700
GAZP;D;20230330;000000;170.7600000;171.8000000;170.0200000;171.7100000;14686140
GAZP;D;20230331;000000;172.0000000;172.7100000;168.1400000;169.8300000;31308340
GAZP;D;20230403;000000;170.9800000;171.5000000;169.0000000;170.3800000;22589900
GAZP;D;20230404;000000;170.9900000;176.0000000;170.1400000;172.5500000;73142470
GAZP;D;20230405;000000;172.5500000;174.4800000;170.5800000;173.8600000;32845910
GAZP;D;20230406;000000;174.0200000;175.0000000;171.3000000;171.6000000;30208000
GAZP;D;20230407;000000;171.5100000;173.1800000;171.2900000;173.0900000;17663050
GAZP;D;20230410;000000;173.5800000;175.2000000;173.2300000;174.5400000;23255110
GAZP;D;20230411;000000;175.4500000;182.5000000;175.2000000;177.1800000;118049930
GAZP;D;20230412;000000;178.3000000;179.7800000;175.5500000;178.7500000;37304200
GAZP;D;20230413;000000;179.1000000;180.5900000;176.8000000;178.7300000;30746270
GAZP;D;20230414;000000;179.0100000;180.1000000;177.1000000;179.5000000;20334900
GAZP;D;20230417;000000;180.7800000;182.1500000;180.0800000;181.9900000;28588810
GAZP;D;20230418;000000;182.3100000;184.9700000;182.0000000;184.3900000;41445490
GAZP;D;20230419;000000;184.3000000;185.3200000;180.3000000;182.0100000;47887740
GAZP;D;20230420;000000;182.0400000;182.7200000;178.6400000;181.7400000;38589720
GAZP;D;20230421;000000;181.9900000;183.4900000;181.2100000;181.7200000;20901740
GAZP;D;20230424;000000;181.4000000;183.8800000;170.6300000;181.5600000;44127930
GAZP;D;20230425;000000;181.5000000;182.1100000;178.0000000;178.9300000;29237670
GAZP;D;20230426;000000;179.0500000;179.8400000;178.0300000;178.3800000;16580980
GAZP;D;20230427;000000;178.2300000;184.8700000;177.6200000;183.9500000;49246900
GAZP;D;20230428;000000;184.3900000;185.0000000;179.6400000;181.1300000;38771730
GAZP;D;20230502;000000;181.0100000;181.8600000;175.8000000;177.9700000;33059500
GAZP;D;20230503;000000;177.7500000;177.7900000;172.1500000;172.8700000;37646830
GAZP;D;20230504;000000;173.2900000;174.2400000;172.0100000;173.6600000;20437970
GAZP;D;20230505;000000;173.6600000;175.4800000;171.1600000;172.0900000;22672500
GAZP;D;20230508;000000;172.6100000;172.9100000;170.6500000;170.8400000;11426650
GAZP;D;20230510;000000;171.2900000;176.7400000;171.1200000;175.5300000;50901940
GAZP;D;20230511;000000;176.1600000;178.1100000;171.6100000;174.1300000;50308880
GAZP;D;20230512;000000;174.2900000;175.0000000;172.6100000;173.9500000;23410060
GAZP;D;20230515;000000;174.6800000;179.8300000;173.2000000;179.0400000;56084500
GAZP;D;20230516;000000;179.9000000;181.8000000;176.7300000;177.0500000;50902520
GAZP;D;20230517;000000;176.9000000;178.3800000;174.7200000;176.3000000;36872580
GAZP;D;20230518;000000;176.4500000;177.6200000;174.6000000;175.2600000;33995920
GAZP;D;20230519;000000;174.9400000;175.0900000;172.8600000;174.4300000;31770840
GAZP;D;20230522;000000;175.2300000;175.5000000;170.8500000;172.4700000;43798910
GAZP;D;20230523;000000;172.8000000;179.6000000;165.1000000;166.5900000;180700580
GAZP;D;20230524;000000;165.5200000;166.3000000;161.8400000;162.9600000;65676280
GAZP;D;20230525;000000;162.9900000;163.0000000;160.4700000;162.3000000;39317560
GAZP;D;20230526;000000;162.0100000;165.4000000;161.6900000;164.4800000;37620060
GAZP;D;20230529;000000;165.9000000;167.0500000;162.4500000;163.6000000;33787460
GAZP;D;20230530;000000;162.1500000;165.4000000;161.5000000;161.9000000;40493030
GAZP;D;20230531;000000;161.5100000;163.3000000;160.9000000;162.9400000;22953300
GAZP;D;20230601;000000;162.8800000;163.4700000;161.5000000;161.5500000;18685930
GAZP;D;20230602;000000;161.4200000;163.4000000;161.1000000;162.5800000;16747210
GAZP;D;20230605;000000;162.5800000;164.6000000;161.6000000;162.4700000;29540180
GAZP;D;20230606;000000;162.1900000;163.8500000;161.6900000;163.1600000;18258170
GAZP;D;20230607;000000;163.2400000;165.8700000;162.6700000;164.6500000;32410480
GAZP;D;20230608;000000;164.6900000;166.6000000;164.1400000;166.1800000;21594140
GAZP;D;20230609;000000;166.4800000;167.8100000;164.9400000;165.5800000;20692240
GAZP;D;20230613;000000;165.6500000;168.5400000;165.6500000;168.4300000;23177410
GAZP;D;20230614;000000;168.6400000;169.3800000;167.0100000;167.8800000;18693460
GAZP;D;20230615;000000;168.0400000;172.0000000;166.6600000;171.8600000;45098230
GAZP;D;20230616;000000;171.8500000;172.4600000;169.2200000;169.8700000;25264320
GAZP;D;20230619;000000;170.2600000;171.5000000;168.3000000;170.1900000;23426210
GAZP;D;20230620;000000;170.0600000;170.9700000;168.4200000;169.6400000;18378730
GAZP;D;20230621;000000;170.1700000;171.7800000;169.1600000;170.2000000;19171590
GAZP;D;20230622;000000;170.0600000;170.5500000;167.7300000;168.4100000;17226270
GAZP;D;20230623;000000;168.1900000;168.9400000;165.2100000;165.8000000;31186940
GAZP;D;20230626;000000;167.5400000;168.6000000;165.0000000;166.9100000;27621220
GAZP;D;20230627;000000;167.4400000;167.4500000;166.0000000;166.4500000;13916850
GAZP;D;20230628;000000;166.7000000;168.6400000;166.0500000;168.0500000;16785860
GAZP;D;20230629;000000;168.0800000;169.8900000;167.5000000;167.8800000;18349390
GAZP;D;20230630;000000;167.2000000;167.7000000;166.3000000;166.8600000;15553610
GAZP;D;20230703;000000;167.2800000;167.8000000;166.7000000;166.8200000;10659530
GAZP;D;20230704;000000;166.8900000;167.0000000;165.2600000;165.5000000;14883150
GAZP;D;20230705;000000;166.0300000;166.6500000;165.0200000;165.7100000;14556240
GAZP;D;20230706;000000;166.0100000;167.2800000;165.9100000;166.3600000;15350100
GAZP;D;20230707;000000;166.5000000;166.8100000;165.8000000;166.3400000;10239310
GAZP;D;20230710;000000;167.6000000;168.7500000;166.9300000;167.5900000;19389130
GAZP;D;20230711;000000;167.6900000;169.0000000;167.1200000;168.8500000;16259520
GAZP;D;20230712;000000;168.9900000;170.7900000;168.9300000;170.3000000;24532220
GAZP;D;20230713;000000;170.5400000;170.9300000;168.1200000;168.9600000;19885990
GAZP;D;20230714;000000;168.5600000;170.0000000;168.3000000;169.7000000;12040500
GAZP;D;20230717;000000;169.0100000;171.6000000;168.6100000;170.6300000;24496770
GAZP;D;20230718;000000;171.0100000;175.2700000;170.6700000;174.8900000;47496860
GAZP;D;20230719;000000;175.4900000;175.7000000;172.5100000;173.0400000;32386340
GAZP;D;20230720;000000;172.6800000;173.1900000;168.5500000;169.9200000;29107570
GAZP;D;20230721;000000;170.3500000;171.9700000;169.7700000;171.1900000;16784020
GAZP;D;20230724;000000;171.3200000;172.5000000;170.6900000;171.9800000;15232450
GAZP;D;20230725;000000;172.2000000;172.7000000;171.4000000;171.8600000;13962990
GAZP;D;20230726;000000;171.8600000;171.9300000;170.3100000;171.3500000;14902060
GAZP;D;20230727;000000;171.6400000;173.1000000;171.3500000;172.0000000;16962540
GAZP;D;20230728;000000;171.9800000;172.4000000;170.0000000;171.4400000;15588280
GAZP;D;20230731;000000;171.9800000;175.1400000;171.8000000;174.3300000;40388810
GAZP;D;20230801;000000;175.0900000;175.4400000;172.3800000;173.2100000;35312250
GAZP;D;20230802;000000;172.8800000;175.2100000;172.5000000;174.0700000;34714930
GAZP;D;20230803;000000;173.9300000;177.3500000;173.1500000;177.1000000;60783710
GAZP;D;20230804;000000;176.9600000;177.8800000;172.8000000;173.4600000;65863620
GAZP;D;20230807;000000;174.2600000;175.3000000;171.0500000;172.5200000;31725840
GAZP;D;20230808;000000;172.2000000;173.6400000;170.6000000;172.7100000;29034730
GAZP;D;20230809;000000;173.4500000;175.0000000;171.6900000;174.5100000;31494610
GAZP;D;20230810;000000;175.2300000;177.1000000;175.0000000;176.6500000;50671340
GAZP;D;20230811;000000;176.7900000;177.0000000;175.2100000;176.3500000;23483310
GAZP;D;20230814;000000;178.0000000;183.8900000;175.5300000;177.0900000;162952550
GAZP;D;20230815;000000;175.5300000;179.3500000;175.0200000;176.1600000;70354940
GAZP;D;20230816;000000;176.2600000;177.1000000;172.9000000;174.1400000;48750420
GAZP;D;20230817;000000;174.7000000;174.9500000;172.8000000;174.1400000;25770030
GAZP;D;20230818;000000;174.3000000;175.7100000;173.1200000;175.4800000;19414660
GAZP;D;20230821;000000;176.2400000;177.7000000;175.7600000;176.3600000;26984890
GAZP;D;20230822;000000;176.4900000;177.0000000;175.1800000;176.4800000;18173530
GAZP;D;20230823;000000;176.7700000;176.9300000;173.0200000;173.6500000;29075620
GAZP;D;20230824;000000;174.0800000;175.9200000;173.6200000;174.9700000;16604060
GAZP;D;20230825;000000;175.0600000;175.3500000;174.1100000;174.7000000;16885590
GAZP;D;20230828;000000;174.7800000;176.8000000;174.7800000;176.2000000;25035260
GAZP;D;20230829;000000;176.3700000;181.3700000;175.5000000;178.6900000;100325680
GAZP;D;20230830;000000;178.8800000;178.8800000;176.7700000;177.4700000;37286770
GAZP;D;20230831;000000;177.9900000;179.1400000;177.1500000;177.9900000;26327950
GAZP;D;20230901;000000;178.0900000;178.8500000;177.6000000;178.2200000;17174350
GAZP;D;20230904;000000;179.3200000;181.8100000;178.8400000;181.1100000;46180460
GAZP;D;20230905;000000;181.2000000;182.8000000;179.0000000;182.4800000;57207080
GAZP;D;20230906;000000;183.2000000;184.0000000;180.6300000;180.9600000;45410150
GAZP;D;20230907;000000;180.9500000;181.6800000;176.5000000;177.6400000;51458370
GAZP;D;20230908;000000;177.9600000;178.1700000;175.5100000;175.9500000;30508560
GAZP;D;20230911;000000;176.0200000;177.4400000;174.0200000;174.6400000;26883730
GAZP;D;20230912;000000;175.2300000;177.7000000;174.8000000;177.6200000;23229550
GAZP;D;20230913;000000;177.8000000;178.0000000;174.3000000;174.9400000;23868320
GAZP;D;20230914;000000;175.2000000;175.3900000;173.0600000;173.5200000;35281720
GAZP;D;20230915;000000;173.5000000;174.7600000;173.2500000;173.7900000;18868930
GAZP;D;20230918;000000;174.4800000;174.6600000;172.0500000;172.8000000;20481720
GAZP;D;20230919;000000;172.9900000;173.9400000;168.6000000;168.9300000;43194470
GAZP;D;20230920;000000;169.3000000;170.2500000;167.1000000;169.1100000;34206030
GAZP;D;20230921;000000;168.5500000;169.3800000;165.7200000;165.8500000;30316740
GAZP;D;20230922;000000;166.1500000;167.0000000;165.1000000;166.7000000;22531980
GAZP;D;20230925;000000;166.7100000;168.0500000;165.2000000;165.8700000;24208290
GAZP;D;20230926;000000;165.8300000;165.8500000;163.5100000;165.3600000;26705860
GAZP;D;20230927;000000;165.7500000;166.9200000;165.1100000;165.5300000;18500170
GAZP;D;20230928;000000;165.8100000;169.7700000;165.3100000;169.5800000;28813860
GAZP;D;20230929;000000;169.1800000;170.3900000;166.6000000;167.0900000;35820090
GAZP;D;20231002;000000;167.7900000;168.8600000;165.5100000;166.0800000;24340960
GAZP;D;20231003;000000;166.0000000;167.2500000;164.8100000;166.7500000;17332720
GAZP;D;20231004;000000;166.6100000;167.5900000;165.1500000;165.4000000;20139060
GAZP;D;20231005;000000;165.6100000;166.1000000;164.8400000;166.0600000;15209950
GAZP;D;20231006;000000;166.3000000;166.8600000;165.1000000;166.5900000;18264830
GAZP;D;20231009;000000;167.3000000;167.9700000;166.6200000;167.0600000;21651710
GAZP;D;20231010;000000;167.3800000;168.8000000;166.8600000;168.0300000;18529510
GAZP;D;20231011;000000;168.5100000;171.4000000;167.3000000;167.8900000;59934340
GAZP;D;20231012;000000;167.9000000;169.8000000;167.4000000;169.5000000;31774850
GAZP;D;20231013;000000;169.8800000;170.7900000;167.1500000;170.2000000;38531310
GAZP;D;20231016;000000;170.5100000;172.9100000;170.5100000;172.5500000;41331360
GAZP;D;20231017;000000;172.7300000;173.3000000;171.0300000;171.9700000;26708000
GAZP;D;20231018;000000;172.6800000;172.6800000;168.7000000;170.1800000;31746140
GAZP;D;20231019;000000;169.9500000;171.0000000;168.3000000;170.3800000;31661350
GAZP;D;20231020;000000;170.3800000;172.1500000;169.1200000;171.3900000;25318740
GAZP;D;20231023;000000;171.8000000;172.4400000;169.9000000;170.3900000;19890180
GAZP;D;20231024;000000;170.4200000;171.2400000;169.7600000;170.1900000;16087260
GAZP;D;20231025;000000;170.2100000;170.5000000;169.0000000;169.6200000;18075570
GAZP;D;20231026;000000;169.9600000;170.4700000;168.4000000;168.4500000;21053800
GAZP;D;20231027;000000;168.3700000;169.4500000;167.1700000;167.2600000;21518590
GAZP;D;20231030;000000;167.2700000;168.4400000;166.3500000;167.1600000;16389060
GAZP;D;20231031;000000;167.1600000;168.4200000;166.7000000;167.8800000;17206810
GAZP;D;20231101;000000;167.8800000;170.2300000;167.8300000;170.0800000;21089710
